titulo;nota_media;votos;data_lancamento;idioma_original;idioma;generos;diretor;descricao;poster_url;duracao_minutos;popularidade
A Vida dos Outros;8,035;3835;2006-03-23;de;Alemão;Drama, Thriller;Florian Henckel von Donnersmarck;Georg Dreyman é o maior dramaturgo da Alemanha Oriental, sendo por muitos considerado o modelo perfeito de cidadão para o país, já que não contesta o governo nem seu regime político. Apesar disto o ministro Bruno Hempf acha por bem acompanhar seus passos, para descobrir se Dreyman tem algo a esconder. Ele passa esta tarefa para Anton Grubitz, que a princípio não vê nada de errado com Dreyman mas é alertado por Gerd Wiesler, seu subordinado, de que ele deveria ser vigiado. Grubitz passa a tarefa a Wiesler, que monta uma estrutura em que Dreyman e sua namorada, a atriz Christa-Maria Sieland, são vigiados 24 horas.;https://image.tmdb.org/t/p/w500/fPJBBIZuwmJWMrhSSzYTjF8OR0B.jpg;138;3,5737
Que Horas Ela Volta?;8,033;743;2015-06-04;pt;Português;Drama;Anna Muylaert;A pernambucana Val (Regina Casé) se mudou para São Paulo a fim de dar melhores condições de vida para sua filha Jéssica. Com muito receio, ela deixou a menina no interior de Pernambuco para ser babá de Fabinho, morando integralmente na casa de seus patrões. Treze anos depois, quando o menino (Michel Joelsas) vai prestar vestibular, Jéssica (Camila Márdila) lhe telefona, pedindo ajuda para ir à São Paulo, no intuito de prestar a mesma prova. Os chefes de Val recebem a menina de braços abertos, só que quando ela deixa de seguir certo protocolo, circulando livremente, como não deveria, a situação se complica.;https://image.tmdb.org/t/p/w500/m3YozXVYRelyOM6RQwEIgNHNOYF.jpg;112;1,2071
Look Back;8,0;370;2024-06-28;ja;Japonês;Animação, Drama;押山清高;Esta é a história de Fujino e Kyomoto. Enquanto uma tem confiança absoluta em seu talento, a outra é uma reclusa que nunca sai de casa. Mas o amor e a dedicação que ambas possuem por desenhar mangá acaba unindo essas duas jovens de uma pequena cidade do interior. Um fantástico conto sobre a juventude feito a partir de um olhar único e especial.;https://image.tmdb.org/t/p/w500/uawgC9JOtbBGXwWygb3lon8SaEL.jpg;62;8,662
Na Própria Pele - O Caso Stefano Cucchi;8,032;1861;2018-09-12;it;Italiano;Drama;Alessio Cremonini;Detido por posse de drogas, Stefano Cucchi enfrenta uma semana atrás das grades que muda para sempre a vida de sua família. Baseado em fatos reais.;https://image.tmdb.org/t/p/w500/jOvvIZjdbGVpPaQ8upPpZzttO3T.jpg;100;1,1126
Meu Nome é Khan;8,0;1357;2010-02-10;hi;Hindi;Drama, Romance;Karan Johar;Um homem muçulmano indiano, que sofre de síndrome de Asperger, é preso por engano como um suspeito de terrorismo após o 11 de Setembro em Los Angeles.;https://image.tmdb.org/t/p/w500/gzrodQoWY2v8XEfFAT7pNRL5uMf.jpg;165;3,1416
Julgamento em Nuremberg;8,0;848;1961-12-18;en;Inglês;Drama, História;Stanley Kramer;Após a 2ª Guerra Mundial, um juiz americano é convocado para chefiar o julgamento de quatro juristas alemães responsáveis pela legalização dos crimes cometidos pelos nazistas durante a guerra. À medida que surgem provas de esterilização e assassinatos de judeus, a pressão política vai-se tornando cada vez maior, pois a Guerra Fria está chegando e ninguém quer mais julgamentos como os da Alemanha. Além disso, os governos aliados querem fortemente esquecer o passado, mas a coisa certa a ser feita é a questão que esse tribunal tentará responder. Baseado em fatos reais, principalmente no caso Katzenberger, o último julgamento dos Processos de Guerra de Nuremberg, que ocorreram depois da Segunda Guerra Mundial para julgar os criminosos nazistas.;https://image.tmdb.org/t/p/w500/3ollXGoWPfbZZrNCLH6Y7o3ufoU.jpg;171;3,5863
O Lobo de Wall Street;8,028;24754;2013-12-25;en;Inglês;Crime, Drama, Comédia;Martin Scorsese;Durante seis meses, Jordan Belfort trabalhou duro em uma corretora de Wall Street, seguindo os ensinamentos de seu mentor Mark Hanna. Quando finalmente consegue ser contratado como corretor da firma, acontece o Black Monday, que faz com que as bolsas de vários países caiam repentinamente. Sem emprego e bastante ambicioso, ele acaba trabalhando para uma empresa de fundo de quintal que lida com papéis de baixo valor, que não estão na bolsa de valores. É lá que Belfort tem a idéia de montar uma empresa focada neste tipo de negócio, cujas vendas são de valores mais baixos mas, em compensação, o retorno para o corretor é bem mais vantajoso. Ao lado de Donnie e outros amigos dos velhos tempos, ele cria a Stratton Oakmont, uma empresa que faz com que todos enriqueçam rapidamente e, também, levem uma vida dedicada ao prazer.;https://image.tmdb.org/t/p/w500/esJTXTdj4JZDyP5LUI1Fq3kyNda.jpg;180;20,9809
Golpe de Mestre;8,027;2723;1973-12-25;en;Inglês;Comédia, Crime, Drama;George Roy Hill;Após o assassinato de um amigo em comum, o aspirante a vigarista Johnny Hooker junta-se ao velho Henry Gondorff para se vingar de Doyle Lonnega, o cruel chefe responsável pelo crime. Hooker e Gondorff implementam um plano elaborado para que Lonnegan não descubra que está sendo enganado. O grande golpe começa a se desenrolar, mas as coisas não saem como planejaram e a destemida dupla faz improvisações de última hora.;https://image.tmdb.org/t/p/w500/jEJ0ZucEdSe2nk6OSHFVQkxYZXG.jpg;129;4,0439
Os Incompreendidos;8,027;2208;1959-06-03;fr;Francês;Drama;François Truffaut;Antoine Doinel, a figura representativa do cinema de Truffaut, vive uma infância marcada pela ausência dos pais, a severidade dos professores e pequenos delitos. Baseado nas próprias experiências do diretor, o filme fez parte da inovação cinematográfica que deu origem à Nouvelle Vague.;https://image.tmdb.org/t/p/w500/wHITh5qpAZr9e9Q7mtxXYReJxt2.jpg;99;3,1198
Como Treinar o Seu Dragão: Volta ao Lar;8,026;1039;2019-12-03;en;Inglês;Animação, Fantasia, Aventura, Ação, Família;Tim Johnson;Soluço e Banguela se reúnem para lembrar as duas espécies do vínculo inseparável entre vikings e dragões.;https://image.tmdb.org/t/p/w500/xZbfgH0pXsv0I3LWYlEc8LSrNcd.jpg;22;22,0601
O Primeiro Amor;8,0;3146;2010-08-06;en;Inglês;Romance, Drama;Rob Reiner;Juli e Bryce se conheceram aos sete anos de idade. Ela sempre admirou o menino, mas ele achava a vizinha meio estranha. Aos 13 tudo muda e ele começa a se apaixonar pela menina. Juntos, eles compartilharam diversas experiências amorosas, como o famoso primeiro beijo, que faz parte da vida de todo adolescente.;https://image.tmdb.org/t/p/w500/uURMTc8sSswigTHpV42TV6xhRkh.jpg;89;6,6097
O Salário do Medo;8,026;998;1953-04-22;fr;Francês;Drama, Thriller, Aventura;Henri-Georges Clouzot;No começo tudo parece pouco interessante, mas, aos poucos, um clima de suspense toma conta da história e o espectador fica sem fôlego, tal o ritmo emocionante que Clouzot imprime a seu filme – narra a vida sem perspectivas de quatro estrangeiros num vilarejo de país não especificado da América do Sul. Mario vive de bicos e sonha em voltar para a França. Uma companhia de petróleo americana, que domina a região, vai pagar US$ 2.000 dólares para que ele vá, junto com os três amigos, levar um carregamento de nitroglicerina para explodir um poço de petróleo em chamas. Todos estão dispostos a arriscar a vida e fazem a viagem nas esburacadas estradas, onde qualquer solavanco mais forte poderá jogar os aventureiros pelos ares.;https://image.tmdb.org/t/p/w500/gcEM5PbzOFDzcClEO9fIiKDGlTe.jpg;131;2,056
Meu Amigo Robô;8,024;676;2023-12-06;es;Espanhol;Animação, Drama, Comédia, Ficção científica;Pablo Berger;Dog mora em Nova York e, cansado de ficar sozinho, um dia ele decide comprar um robô para ser seu amigo. Eles se tornam amigos inseparáveis, até que Dog é obrigado a tomar uma dificil decisão.;https://image.tmdb.org/t/p/w500/zmgx7H51Tq9wgpW0DZxSGzXURZy.jpg;102;4,0854
Veinteañera, divorciada y fantástica;8,023;389;2020-02-14;es;Espanhol;Comédia;Noé Santillán-López;Regina, nossa jovem protagonista, sempre sonhou em se casar. E ela fez isso - mas o sonho durou muito menos do que ela pensava e agora ela tem que encarar a vida de uma maneira muito engraçada como divorciada.;https://image.tmdb.org/t/p/w500/oSbCdDI0SAAOdywGe0YVO2iDdV9.jpg;93;0,8208
Amadeus;8,024;4435;1984-09-19;en;Inglês;História, Música, Drama;Miloš Forman;Após tentar se suicidar, Salieri confessa a um padre que foi o responsável pela morte de Mozart e relata como conheceu, conviveu e passou a odiar Mozart, que era um jovem irreverente mas compunha como se sua música tivesse sido abençoada por Deus.;https://image.tmdb.org/t/p/w500/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg;180;6,0041
Vence o Amor;8,021;358;1956-08-23;it;Italiano;Comédia, Romance;Camillo Mastrocinque;"Antonio, Peppino e Lucia são três irmãos que moram perto de Nápoles. O filho de Lucia, Gianni, vai para Nápoles estudar medicina, mas lá ele conhece uma dançarina de balé. Eles se apaixonam e, quando ela vai para Milão, Gianni vai atrás. Quando ficam sabendo disso e com medo de que seu sobrinho pare de estudar, os três irmãos Caponi partirão para persuadir Gianni a voltar a Nápoles e continuar estudando e que abandone a ""Malafemmina"". (e 12 - Estimado 12 Anos)";https://image.tmdb.org/t/p/w500/rHsc35TLPliJAvbnmu8dvddiu96.jpg;106;0,7181
Scooby-Doo! e Kiss: O Mistério do Rock and Roll;8,02;328;2015-07-09;en;Inglês;Família, Animação, Comédia, Mistério;Spike Brandt;"A Mistérios S.A. é convocada para uma missão muito especial: a famosa banda de rock Kiss pede a ajuda de Scooby-Doo, Salsicha, Velma, Fred e Dafne para impedir uma bruxa, que interrompeu um grande show de Halloween do grupo e quer invocar o monstro ""Destroyer"".";https://image.tmdb.org/t/p/w500/1nwAmfjtUIzlvF5uCamc8R2Aio7.jpg;78;1,813
Roma, Cidade Aberta;8,0;917;1945-10-08;it;Italiano;Drama, Guerra;Roberto Rossellini;A localização: Roma ocupada pelos nazistas. Como Roma é classificada como uma cidade aberta, a maioria dos romanos pode passear pelas ruas sem medo de a cidade ser bombardeado ou eles serem mortos no processo. Mas a vida para os romanos ainda é difícil com a ocupação nazista. Há um toque de recolher, alimentos básicos são racionados, e os nazistas ainda estão procurando aqueles que trabalham para a resistência e fazem qualquer coisa para reprimir os que estão na resistência e ninguém  dá nenhuma ajuda aos partisans.;https://image.tmdb.org/t/p/w500/4F6swrmExL01J7KuZgl841aqiQ.jpg;103;1,48
Por uns Dólares a Mais;8,018;4159;1965-12-18;it;Italiano;Faroeste;Sergio Leone;Monco é um astuto caçador de recompensas, que perambula pelas cidades do velho oeste americano em busca de um novo alvo. Ele o encontra quando vê o cartaz de procurado de Índio, um perigoso bandido que também está sendo procurado pelo coronel Douglas Mortimer, outro caçador de recompensas. Os dois partem no encalço de Índio mas, sem conseguir capturar o bandido nem eliminar o rival, eles precisam decidir entre unir forças ou serem eliminados pela gangue de Índio.;https://image.tmdb.org/t/p/w500/1oh6GjdcCbUE6Tlr2ZTSl2XdmSE.jpg;132;5,6913
Disque M para Matar;8,018;2694;1954-05-29;en;Inglês;Thriller, Crime;Alfred Hitchcock;Em Londres, um ex-tenista profissional decide matar sua mulher, para poder herdar seu dinheiro e também como vingança por ela ter tido um affair um ano antes, com um escritor que vivia nos Estados Unidos mas que no momento está na cidade. Ele chantageia um colega de faculdade para estrangulá-la, dando a entender que o crime teria sido cometido por um ladrão. Mas quando algo sai muito errado, ele vê uma maneira de dar um rumo aos acontecimentos em proveito próprio.;https://image.tmdb.org/t/p/w500/tnR5VdPuBfaDox6wmD3K1kNQOhm.jpg;105;3,6158
Réquiem para um Sonho;8,015;10356;2000-10-06;en;Inglês;Crime, Drama;Darren Aronofsky;Sara Goldfarb é uma viúva aposentada que vive em um pequeno apartamento. Ela passa a maior parte do tempo assistindo à TV, especialmente a um programa específico de autoajuda. Ela tem a ilusão de superar sua atual existência monótona sendo convidada para esse programa. Seu filho, Harry, é viciado em drogas, mas junto com seu amigo Tyrone tem visões de se tornar um grande traficante de drogas. A namorada de Harry, Marion, poderia ser designer de moda ou artista, mas é arrastada para o mundo das drogas de Harry. Enquanto isso, Sara desenvolveu seu próprio vício. Ela quer desesperadamente perder peso e, por isso, entra em um curso intensivo que envolve o consumo de pílulas, pílulas essas que se revelam muito viciantes e prejudiciais ao seu estado mental.;https://image.tmdb.org/t/p/w500/1XoWfP4l4X7sQMH8dhVQOWc91Pd.jpg;102;5,2129
Rocco e Seus Irmãos;8,015;618;1960-10-07;it;Italiano;Drama, Romance;Luchino Visconti;O filme conta a história da Família Parondi, através da matriarca Rosaria (Katina Paxinou) e seus filhos Rocco (Alain Delon), Simone (Renato Salvatori), Ciro (Max Cartier) e Luca (Rocco Vidolazzi). Depois da morte do marido, ele saem de sua cidadezinha e vão tentar a sorte em Milão. Lá, a família de imigrantes vai sofrer grandes golpes. Rocco e Simone tentam a sorte no boxe e se apaixonam pela mesma mulher, a prostituta Nadia (Annie Girardot).;https://image.tmdb.org/t/p/w500/9O4pU1lyPdnLQOB7tHKgYV7Mno6.jpg;179;2,1614
A Canção do Oceano;8,014;1472;2014-06-23;en;Inglês;Família, Animação, Fantasia;Tomm Moore;A história da viagem de volta da última criança das selkies, mulheres que se transformam em focas. Depois do desaparecimento de sua mãe, Ben e Saoirse são enviados para viver com a avó na cidade. Quando eles resolvem voltar para a sua casa à beira-mar, a viagem torna-se uma corrida contra o tempo, quando eles são atraídos para um mundo que conhecem apenas nos contos populares de sua mãe. Mas isso não é uma história de ninar, essas pessoas estão em nosso mundo por muito tempo. Logo fica claro para Ben que Saoirse é a chave para a sua sobrevivência.;https://image.tmdb.org/t/p/w500/neoB6fj4MIiMMc0OKBa2z5OVUum.jpg;93;3,1987
